"Cage","Counter","Sample_Order","Date","Week","Temperature","Richness","Composition","AOP2","AOP2.gsoh","Col","gsm1","No_Plants","Mummy_raw","Ptoids_raw","BRBR_Survival","BRBR","LYER_Survival","LYER","Mummy_Ptoids_Survival","Mummy_Ptoids"
"56","DTV","40","2018-07-03","5","23 C","1","AOP2.gsoh","0","1","0","0","8","12","0","1","60","1","70","1","12"
"5","DTV","41","2018-07-03","5","20 C","1","gsm1","0","0","0","1","8","11","0","1","230","1","120","1","11"
"34","MAB","1","2018-07-03","5","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","5","1","1","5","1","185","1","6"
"49","MAB","2","2018-07-03","5","23 C","2","Col_gsm1","0","0","1","1","8","29","1","1","40","1","255","1","30"
"40","MAB","3","2018-07-03","5","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","15","1","NA","NA","1","5","1","16"
"45","MAB","4","2018-07-03","5","23 C","2","Col_gsm1","0","0","1","1","8","17","1","1","5","1","55","1","18"
"42","MAB","5","2018-07-03","5","23 C","2","Col_AOP2","1","0","1","0","8","9","1","1","5","1","10","1","10"
"2","MAB","6","2018-07-03","5","20 C","4","Poly","1","1","1","1","8","23","0","1","250","1","75","1","23"
"53","MAB","7","2018-07-03","5","23 C","4","Poly","1","1","1","1","8","8","0","1","5","1","70","1","8"
"28","MAB","8","2018-07-03","5","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","21","2","1","95","1","75","1","23"
"29","MAB","9","2018-07-03","5","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","45","2","1","210","1","45","1","47"
"37","MAB","10","2018-07-03","5","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","14","0","1","5","1","15","1","14"
"43","MAB","11","2018-07-03","5","23 C","4","Poly","1","1","1","1","8","4","0","1","10","1","125","1","4"
"48","MAB","12","2018-07-03","5","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","15","0","1","5","1","20","1","15"
"54","MAB","13","2018-07-03","5","23 C","1","AOP2.gsoh","0","1","0","0","8","1","0","NA","NA","1","0","1","1"
"10","MAB","14","2018-07-03","5","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","31","3","1","110","1","85","1","34"
"18","MAB","15","2018-07-03","5","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","32","0","1","140","1","150","1","32"
"6","MAB","16","2018-07-03","5","20 C","2","Col_AOP2","1","0","1","0","8","32","1","1","95","1","165","1","33"
"11","MAB","17","2018-07-03","5","20 C","2","gsm1_AOP2","1","0","0","1","8","22","0","1","85","1","125","1","22"
"7","MAB","18","2018-07-03","5","20 C","4","Poly","1","1","1","1","8","43","1","1","285","1","40","1","44"
"25","MAB","19","2018-07-03","5","20 C","1","AOP2","1","0","0","0","8","18","3","1","85","1","160","1","21"
"23","MAB","20","2018-07-03","5","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","27","4","1","50","1","95","1","31"
"27","MAB","21","2018-07-03","5","20 C","2","Col_AOP2","1","0","1","0","8","19","3","1","75","1","215","1","22"
"31","MAB","22","2018-07-03","5","23 C","2","gsm1_AOP2","1","0","0","1","8","4","0","1","0","1","85","1","4"
"22","MAB","23","2018-07-03","5","20 C","1","AOP2.gsoh","0","1","0","0","8","75","1","1","125","1","20","1","76"
"30","MAB","24","2018-07-03","5","20 C","2","Col_gsm1","0","0","1","1","8","32","2","1","245","1","75","1","34"
"14","MAB","25","2018-07-03","5","20 C","1","Col","0","0","1","0","8","40","5","1","290","1","160","1","45"
"35","MAB","26","2018-07-03","5","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","18","0","1","5","1","5","1","18"
"33","MAB","27","2018-07-03","5","23 C","1","Col","0","0","1","0","8","6","0","0","0","1","15","1","6"
"4","MAB","28","2018-07-03","5","20 C","1","AOP2","1","0","0","0","8","33","1","1","60","1","50","1","34"
"16","MAB","29","2018-07-03","5","20 C","2","Col_gsm1","0","0","1","1","8","19","1","1","120","1","140","1","20"
"17","MAB","30","2018-07-03","5","20 C","2","gsm1_AOP2","1","0","0","1","8","32","2","1","235","1","60","1","34"
"51","MAB","31","2018-07-03","5","23 C","1","gsm1","0","0","0","1","8","17","0","0","0","1","30","1","17"
"47","MAB","32","2018-07-03","5","23 C","2","gsm1_AOP2","1","0","0","1","8","3","0","NA","NA","1","5","1","3"
"26","MAB","33","2018-07-03","5","20 C","1","Col","0","0","1","0","8","44","5","1","235","1","135","1","49"
"44","MAB","34","2018-07-03","5","23 C","1","AOP2","1","0","0","0","8","31","5","1","60","1","230","1","36"
"46","MAB","35","2018-07-03","5","23 C","4","Poly","1","1","1","1","8","31","1","1","15","1","10","1","32"
"41","MAB","36","2018-07-03","5","23 C","2","Col_AOP2","1","0","1","0","8","13","0","1","30","1","280","1","13"
"56","MAB","37","2018-07-03","5","23 C","1","AOP2.gsoh","0","1","0","0","8","13","0","1","20","1","55","1","13"
"39","MAB","38","2018-07-03","5","23 C","1","gsm1","0","0","0","1","8","18","1","1","55","1","375","1","19"
"55","MAB","39","2018-07-03","5","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","34","0","1","45","1","120","1","34"
"5","MAB","40","2018-07-03","5","20 C","1","gsm1","0","0","0","1","8","12","0","1","180","1","145","1","12"
"6","DTV","1","2018-07-10","6","20 C","2","Col_AOP2","1","0","1","0","8","12","17","1","10","1","50","1","29"
"32","DTV","2","2018-07-10","6","23 C","1","Col","0","0","1","0","8","0","4","NA","NA","1","10","1","4"
"39","DTV","3","2018-07-10","6","23 C","1","gsm1","0","0","0","1","8","74","38","1","30","1","405","1","112"
"48","DTV","4","2018-07-10","6","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","1","8","0","0","1","0","1","9"
"53","DTV","5","2018-07-10","6","23 C","4","Poly","1","1","1","1","8","2","4","1","5","1","585","1","6"
"60","DTV","6","2018-07-10","6","23 C","2","gsm1_AOP2","1","0","0","1","8","17","18","NA","NA","1","5","1","35"
"27","DTV","7","2018-07-10","6","20 C","2","Col_AOP2","1","0","1","0","8","42","85","1","10","1","240","1","127"
"20","DTV","8","2018-07-10","6","20 C","2","gsm1_AOP2","1","0","0","1","8","78","95","1","5","1","10","1","173"
"7","DTV","9","2018-07-10","6","20 C","4","Poly","1","1","1","1","8","136","105","1","90","1","5","1","241"
"34","DTV","10","2018-07-10","6","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","15","35","0","0","1","180","1","50"
"31","DTV","11","2018-07-10","6","23 C","2","gsm1_AOP2","1","0","0","1","8","8","12","1","5","1","140","1","20"
"42","DTV","12","2018-07-10","6","23 C","2","Col_AOP2","1","0","1","0","8","0","4","0","0","1","10","1","4"
"30","DTV","13","2018-07-10","6","20 C","2","Col_gsm1","0","0","1","1","8","150","135","1","160","1","250","1","285"
"15","DTV","14","2018-07-10","6","20 C","1","AOP2.gsoh","0","1","0","0","8","43","24","1","5","1","30","1","67"
"41","DTV","15","2018-07-10","6","23 C","2","Col_AOP2","1","0","1","0","8","99","40","1","10","1","415","1","139"
"5","DTV","16","2018-07-10","6","20 C","1","gsm1","0","0","0","1","8","36","45","1","80","1","220","1","81"
"18","DTV","17","2018-07-10","6","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","90","50","1","0","1","45","1","140"
"56","DTV","18","2018-07-10","6","23 C","1","AOP2.gsoh","0","1","0","0","8","8","20","0","0","1","95","1","28"
"57","DTV","19","2018-07-10","6","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","1","20","0","0","1","5","1","21"
"8","DTV","20","2018-07-10","6","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","53","35","0","0","1","95","1","88"
"45","DTV","21","2018-07-10","6","23 C","2","Col_gsm1","0","0","1","1","8","4","25","0","0","1","40","1","29"
"43","DTV","22","2018-07-10","6","23 C","4","Poly","1","1","1","1","8","72","45","0","0","1","340","1","117"
"19","DTV","23","2018-07-10","6","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","36","35","1","30","1","40","1","71"
"58","DTV","24","2018-07-10","6","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","1","3","NA","NA","1","5","1","4"
"24","DTV","25","2018-07-10","6","20 C","1","gsm1","0","0","0","1","8","44","35","1","65","1","110","1","79"
"59","DTV","26","2018-07-10","6","23 C","2","Col_gsm1","0","0","1","1","8","0","18","NA","NA","1","10","1","18"
"21","DTV","27","2018-07-10","6","20 C","2","Col_AOP2","1","0","1","0","8","39","75","1","10","1","25","1","114"
"25","DTV","28","2018-07-10","6","20 C","1","AOP2","1","0","0","0","8","32","35","0","0","1","105","1","67"
"13","DTV","29","2018-07-10","6","20 C","4","Poly","1","1","1","1","8","30","36","0","0","1","75","1","66"
"3","DTV","30","2018-07-10","6","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","95","54","1","75","1","10","1","149"
"36","DTV","31","2018-07-10","6","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","1","NA","NA","1","0","1","1"
"22","DTV","32","2018-07-10","6","20 C","1","AOP2.gsoh","0","1","0","0","8","36","35","1","5","1","30","1","71"
"17","DTV","33","2018-07-10","6","20 C","2","gsm1_AOP2","1","0","0","1","8","154","45","1","265","1","90","1","199"
"26","DTV","34","2018-07-10","6","20 C","1","Col","0","0","1","0","8","83","50","1","35","1","60","1","133"
"49","DTV","35","2018-07-10","6","23 C","2","Col_gsm1","0","0","1","1","7","51","40","1","10","1","240","1","91"
"54","DTV","36","2018-07-10","6","23 C","1","AOP2.gsoh","0","1","0","0","8","0","4","NA","NA","1","0","1","4"
"55","DTV","37","2018-07-10","6","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","21","30","1","0","1","125","1","51"
"40","DTV","38","2018-07-10","6","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","11","NA","NA","1","5","1","11"
"1","DTV","39","2018-07-10","6","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","109","65","1","65","1","40","1","174"
"46","DTV","40","2018-07-10","6","23 C","4","Poly","1","1","1","1","8","0","4","0","0","1","5","1","4"
"16","DTV","41","2018-07-10","6","20 C","2","Col_gsm1","0","0","1","1","8","104","48","1","5","1","25","1","152"
"10","DTV","42","2018-07-10","6","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","131","55","1","35","1","110","1","186"
"47","DTV","43","2018-07-10","6","23 C","2","gsm1_AOP2","1","0","0","1","8","0","6","NA","NA","1","5","1","6"
"23","DTV","44","2018-07-10","6","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","51","43","1","5","1","65","1","94"
"28","DTV","45","2018-07-10","6","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","34","34","0","0","1","20","1","68"
"50","DTV","46","2018-07-10","6","23 C","2","Col_AOP2","1","0","1","0","8","0","4","0","0","1","10","1","4"
"14","DTV","47","2018-07-10","6","20 C","1","Col","0","0","1","0","8","62","55","1","660","1","540","1","117"
"35","DTV","48","2018-07-10","6","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","5","0","0","1","0","1","5"
"12","DTV","49","2018-07-10","6","20 C","4","Poly","1","1","1","1","8","85","32","1","10","1","65","1","117"
"52","DTV","50","2018-07-10","6","23 C","1","AOP2","1","0","0","0","8","0","1","NA","NA","1","35","1","1"
"37","DTV","51","2018-07-10","6","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","8","0","0","1","5","1","8"
"38","DTV","52","2018-07-10","6","23 C","4","Poly","1","1","1","1","8","2","3","NA","NA","1","5","1","5"
"51","DTV","53","2018-07-10","6","23 C","1","gsm1","0","0","0","1","8","10","10","NA","NA","1","25","1","20"
"11","DTV","54","2018-07-10","6","20 C","2","gsm1_AOP2","1","0","0","1","8","159","56","1","15","1","80","1","215"
"9","DTV","55","2018-07-10","6","20 C","2","Col_gsm1","0","0","1","1","8","64","55","1","0","1","25","1","119"
"29","DTV","56","2018-07-10","6","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","96","82","0","0","1","30","1","178"
"2","DTV","57","2018-07-10","6","20 C","4","Poly","1","1","1","1","8","58","25","1","80","1","40","1","83"
"4","DTV","58","2018-07-10","6","20 C","1","AOP2","1","0","0","0","8","20","30","1","5","1","5","1","50"
"33","DTV","59","2018-07-10","6","23 C","1","Col","0","0","1","0","8","14","8","NA","NA","1","205","1","22"
"44","DTV","60","2018-07-10","6","23 C","1","AOP2","1","0","0","0","8","79","21","1","5","1","110","1","100"
"32","MAB","1","2018-07-10","6","23 C","1","Col","0","0","1","0","8","2","4","NA","NA","1","30","1","6"
"27","MAB","2","2018-07-10","6","20 C","2","Col_AOP2","1","0","1","0","8","56","67","1","5","1","130","1","123"
"31","MAB","3","2018-07-10","6","23 C","2","gsm1_AOP2","1","0","0","1","8","8","8","1","5","1","185","1","16"
"15","MAB","4","2018-07-10","6","20 C","1","AOP2.gsoh","0","1","0","0","8","32","17","1","15","1","20","1","49"
"41","MAB","5","2018-07-10","6","23 C","2","Col_AOP2","1","0","1","0","8","48","27","1","5","1","205","1","75"
"5","MAB","6","2018-07-10","6","20 C","1","gsm1","0","0","0","1","8","51","29","1","105","1","45","1","80"
"18","MAB","7","2018-07-10","6","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","50","54","1","5","1","85","1","104"
"57","MAB","8","2018-07-10","6","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","2","9","0","0","1","5","1","11"
"17","MAB","9","2018-07-10","6","20 C","2","gsm1_AOP2","1","0","0","1","8","96","17","1","155","1","35","1","113"
"26","MAB","10","2018-07-10","6","20 C","1","Col","0","0","1","0","8","76","42","1","5","1","10","1","118"
"49","MAB","11","2018-07-10","6","23 C","2","Col_gsm1","0","0","1","1","7","48","42","1","5","1","145","1","90"
"54","MAB","12","2018-07-10","6","23 C","1","AOP2.gsoh","0","1","0","0","8","0","3","NA","NA","1","0","1","3"
"55","MAB","13","2018-07-10","6","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","18","24","1","5","1","85","1","42"
"1","MAB","14","2018-07-10","6","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","57","61","1","10","1","20","1","118"
"10","MAB","15","2018-07-10","6","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","107","42","1","10","1","75","1","149"
"52","MAB","16","2018-07-10","6","23 C","1","AOP2","1","0","0","0","8","1","2","NA","NA","1","35","1","3"
"37","MAB","17","2018-07-10","6","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","5","0","0","1","10","1","5"
"38","MAB","18","2018-07-10","6","23 C","4","Poly","1","1","1","1","8","1","2","NA","NA","1","5","1","3"
"51","MAB","19","2018-07-10","6","23 C","1","gsm1","0","0","0","1","8","8","7","NA","NA","1","20","1","15"
"9","MAB","20","2018-07-10","6","20 C","2","Col_gsm1","0","0","1","1","8","76","49","1","5","1","35","1","125"
"2","MAB","21","2018-07-10","6","20 C","4","Poly","1","1","1","1","8","65","21","1","100","1","50","1","86"
"4","MAB","22","2018-07-10","6","20 C","1","AOP2","1","0","0","0","8","15","19","1","5","1","10","1","34"
"44","DTV","1","2018-07-17","7","23 C","1","AOP2","1","0","0","0","8","4","11","0","0","0","0","1","15"
"48","DTV","2","2018-07-17","7","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","7","1","0","NA","NA","1","0","1","1"
"32","DTV","3","2018-07-17","7","23 C","1","Col","0","0","1","0","8","15","3","NA","NA","1","0","1","18"
"53","DTV","4","2018-07-17","7","23 C","4","Poly","1","1","1","1","8","252","52","1","10","1","435","1","304"
"34","DTV","5","2018-07-17","7","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","185","31","NA","NA","1","55","1","216"
"59","DTV","6","2018-07-17","7","23 C","2","Col_gsm1","0","0","1","1","8","4","10","NA","NA","1","0","1","14"
"37","DTV","7","2018-07-17","7","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","2","0","NA","NA","1","0","1","2"
"38","DTV","8","2018-07-17","7","23 C","4","Poly","1","1","1","1","8","2","0","NA","NA","1","0","1","2"
"52","DTV","9","2018-07-17","7","23 C","1","AOP2","1","0","0","0","8","6","16","NA","NA","1","20","1","22"
"45","DTV","10","2018-07-17","7","23 C","2","Col_gsm1","0","0","1","1","8","22","8","NA","NA","1","0","1","30"
"8","DTV","11","2018-07-17","7","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","17","10","NA","NA","1","15","1","27"
"6","DTV","12","2018-07-17","7","20 C","2","Col_AOP2","1","0","1","0","8","62","2","0","0","1","10","1","64"
"23","DTV","13","2018-07-17","7","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","2","13","0","0","1","0","1","15"
"17","DTV","14","2018-07-17","7","20 C","2","gsm1_AOP2","1","0","0","1","8","117","38","1","5","1","20","1","155"
"24","DTV","15","2018-07-17","7","20 C","1","gsm1","0","0","0","1","8","42","26","1","45","1","15","1","68"
"16","DTV","16","2018-07-17","7","20 C","2","Col_gsm1","0","0","1","1","8","26","21","0","0","0","0","1","47"
"21","DTV","17","2018-07-17","7","20 C","2","Col_AOP2","1","0","1","0","8","3","24","0","0","0","0","1","27"
"18","DTV","18","2018-07-17","7","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","43","26","0","0","1","5","1","69"
"20","DTV","19","2018-07-17","7","20 C","2","gsm1_AOP2","1","0","0","1","8","5","8","0","0","1","0","1","13"
"33","DTV","20","2018-07-17","7","23 C","1","Col","0","0","1","0","8","101","15","NA","NA","1","5","1","116"
"31","DTV","21","2018-07-17","7","23 C","2","gsm1_AOP2","1","0","0","1","8","172","18","0","0","1","25","1","190"
"39","DTV","22","2018-07-17","7","23 C","1","gsm1","0","0","0","1","8","148","28","0","0","1","20","1","176"
"51","DTV","23","2018-07-17","7","23 C","1","gsm1","0","0","0","1","8","4","6","NA","NA","0","0","1","10"
"43","DTV","24","2018-07-17","7","23 C","4","Poly","1","1","1","1","8","82","16","NA","NA","1","35","1","98"
"36","DTV","25","2018-07-17","7","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","1","NA","NA","1","5","1","1"
"25","DTV","26","2018-07-17","7","20 C","1","AOP2","1","0","0","0","8","0","12","NA","NA","1","5","1","12"
"14","DTV","27","2018-07-17","7","20 C","1","Col","0","0","1","0","8","385","38","1","80","1","50","1","423"
"10","DTV","28","2018-07-17","7","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","6","22","0","0","0","0","1","28"
"5","DTV","29","2018-07-17","7","20 C","1","gsm1","0","0","0","1","8","169","11","1","15","1","30","1","180"
"15","DTV","30","2018-07-17","7","20 C","1","AOP2.gsoh","0","1","0","0","8","6","12","0","0","1","0","1","18"
"11","DTV","31","2018-07-17","7","20 C","2","gsm1_AOP2","1","0","0","1","8","5","41","0","0","0","0","1","46"
"1","DTV","32","2018-07-17","7","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","3","10","0","0","0","0","1","13"
"2","DTV","33","2018-07-17","7","20 C","4","Poly","1","1","1","1","8","102","17","1","150","1","90","1","119"
"30","DTV","34","2018-07-17","7","20 C","2","Col_gsm1","0","0","1","1","8","257","24","1","135","1","140","1","281"
"41","DTV","35","2018-07-17","7","23 C","2","Col_AOP2","1","0","1","0","8","127","19","1","5","1","25","1","146"
"56","DTV","36","2018-07-17","7","23 C","1","AOP2.gsoh","0","1","0","0","8","5","8","NA","NA","0","0","1","13"
"55","DTV","37","2018-07-17","7","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","41","6","0","0","1","15","1","47"
"58","DTV","38","2018-07-17","7","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","2","4","NA","NA","1","0","1","6"
"35","DTV","39","2018-07-17","7","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","0","0","0"
"49","DTV","40","2018-07-17","7","23 C","2","Col_gsm1","0","0","1","1","8","133","17","0","0","1","75","1","150"
"42","DTV","41","2018-07-17","7","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","0","0","0","0"
"47","DTV","42","2018-07-17","7","23 C","2","gsm1_AOP2","1","0","0","1","8","0","1","NA","NA","1","5","1","1"
"27","DTV","43","2018-07-17","7","20 C","2","Col_AOP2","1","0","1","0","8","89","5","0","0","1","35","1","94"
"4","DTV","44","2018-07-17","7","20 C","1","AOP2","1","0","0","0","8","2","1","0","0","1","5","1","3"
"13","DTV","45","2018-07-17","7","20 C","4","Poly","1","1","1","1","8","36","9","NA","NA","1","5","1","45"
"7","DTV","46","2018-07-17","7","20 C","4","Poly","1","1","1","1","8","20","28","0","0","1","5","1","48"
"28","DTV","47","2018-07-17","7","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","10","21","NA","NA","1","5","1","31"
"19","DTV","48","2018-07-17","7","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","16","0","0","0","0","1","16"
"22","DTV","49","2018-07-17","7","20 C","1","AOP2.gsoh","0","1","0","0","8","0","6","0","0","1","0","1","6"
"29","DTV","50","2018-07-17","7","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","3","11","NA","NA","1","0","1","14"
"12","DTV","51","2018-07-17","7","20 C","4","Poly","1","1","1","1","8","5","18","0","0","1","0","1","23"
"9","DTV","52","2018-07-17","7","20 C","2","Col_gsm1","0","0","1","1","8","5","10","0","0","1","0","1","15"
"26","DTV","53","2018-07-17","7","20 C","1","Col","0","0","1","0","8","46","38","0","0","1","15","1","84"
"3","DTV","54","2018-07-17","7","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","7","24","0","0","0","0","1","31"
"60","DTV","55","2018-07-17","7","23 C","2","gsm1_AOP2","1","0","0","1","8","2","12","NA","NA","0","0","1","14"
"46","DTV","56","2018-07-17","7","23 C","4","Poly","1","1","1","1","8","0","1","NA","NA","1","0","1","1"
"40","DTV","57","2018-07-17","7","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","4","3","NA","NA","1","5","1","7"
"54","DTV","58","2018-07-17","7","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","1","0","1","0"
"57","DTV","59","2018-07-17","7","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","0","0","1","0"
"50","DTV","60","2018-07-17","7","23 C","2","Col_AOP2","1","0","1","0","8","0","5","NA","NA","1","0","1","5"
"20","DTV","1","2018-07-24","8","20 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","1","5","1","0"
"16","DTV","2","2018-07-24","8","20 C","2","Col_gsm1","0","0","1","1","8","0","2","NA","NA","NA","NA","1","2"
"6","DTV","3","2018-07-24","8","20 C","2","Col_AOP2","1","0","1","0","8","4","14","NA","NA","1","0","1","18"
"17","DTV","4","2018-07-24","8","20 C","2","gsm1_AOP2","1","0","0","1","8","1","11","0","0","1","0","1","12"
"24","DTV","5","2018-07-24","8","20 C","1","gsm1","0","0","0","1","8","11","27","0","0","0","0","1","38"
"8","DTV","6","2018-07-24","8","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","0","NA","NA","0","0","0","0"
"23","DTV","7","2018-07-24","8","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","3","NA","NA","1","0","1","3"
"18","DTV","8","2018-07-24","8","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","9","NA","NA","1","0","1","9"
"21","DTV","9","2018-07-24","8","20 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","0","0"
"42","DTV","10","2018-07-24","8","23 C","2","Col_AOP2","1","0","1","0","8","0","0","NA","NA","NA","NA","NA","NA"
"35","DTV","11","2018-07-24","8","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","0","NA","NA","1","0","NA","NA"
"37","DTV","12","2018-07-24","8","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","2","NA","NA","1","5","1","2"
"41","DTV","13","2018-07-24","8","23 C","2","Col_AOP2","1","0","1","0","8","3","24","0","0","1","0","1","27"
"49","DTV","14","2018-07-24","8","23 C","2","Col_gsm1","0","0","1","1","8","4","14","NA","NA","1","0","1","18"
"55","DTV","15","2018-07-24","8","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","8","12","NA","NA","0","0","1","20"
"56","DTV","16","2018-07-24","8","23 C","1","AOP2.gsoh","0","1","0","0","8","0","0","NA","NA","NA","NA","0","0"
"47","DTV","17","2018-07-24","8","23 C","2","gsm1_AOP2","1","0","0","1","8","0","4","NA","NA","1","10","1","4"
"27","DTV","18","2018-07-24","8","20 C","2","Col_AOP2","1","0","1","0","8","2","13","NA","NA","0","0","1","15"
"12","DTV","19","2018-07-24","8","20 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","0","1","0"
"3","DTV","20","2018-07-24","8","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","NA","NA","0","0"
"26","DTV","21","2018-07-24","8","20 C","1","Col","0","0","1","0","8","0","5","NA","NA","0","0","1","5"
"9","DTV","22","2018-07-24","8","20 C","2","Col_gsm1","0","0","1","1","8","0","0","NA","NA","1","0","1","0"
"58","DTV","23","2018-07-24","8","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","3","3","NA","NA","1","5","1","6"
"36","DTV","24","2018-07-24","8","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","2","NA","NA","1","5","1","2"
"31","DTV","25","2018-07-24","8","23 C","2","gsm1_AOP2","1","0","0","1","8","2","14","NA","NA","1","0","1","16"
"51","DTV","26","2018-07-24","8","23 C","1","gsm1","0","0","0","1","8","0","0","NA","NA","NA","NA","0","0"
"39","DTV","27","2018-07-24","8","23 C","1","gsm1","0","0","0","1","8","1","21","NA","NA","1","0","1","22"
"33","DTV","28","2018-07-24","8","23 C","1","Col","0","0","1","0","8","6","68","NA","NA","1","5","1","74"
"43","DTV","29","2018-07-24","8","23 C","4","Poly","1","1","1","1","8","5","19","NA","NA","1","5","1","24"
"2","DTV","30","2018-07-24","8","20 C","4","Poly","1","1","1","1","8","33","21","1","25","1","5","1","54"
"52","DTV","31","2018-07-24","8","23 C","1","AOP2","1","0","0","0","8","2","2","NA","NA","1","0","1","4"
"38","DTV","32","2018-07-24","8","23 C","4","Poly","1","1","1","1","8","0","1","NA","NA","1","0","1","1"
"45","DTV","33","2018-07-24","8","23 C","2","Col_gsm1","0","0","1","1","8","0","8","NA","NA","1","5","1","8"
"40","DTV","34","2018-07-24","8","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","7","NA","NA","1","0","1","7"
"50","DTV","35","2018-07-24","8","23 C","2","Col_AOP2","1","0","1","0","8","5","3","NA","NA","1","145","1","8"
"32","DTV","36","2018-07-24","8","23 C","1","Col","0","0","1","0","8","1","15","NA","NA","1","5","1","16"
"34","DTV","37","2018-07-24","8","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","52","41","NA","NA","1","15","1","93"
"60","DTV","38","2018-07-24","8","23 C","2","gsm1_AOP2","1","0","0","1","8","0","0","NA","NA","NA","NA","0","0"
"57","DTV","39","2018-07-24","8","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","1","NA","NA","NA","NA","1","1"
"54","DTV","40","2018-07-24","8","23 C","1","AOP2.gsoh","0","1","0","0","8","0","1","NA","NA","1","640","1","1"
"48","DTV","41","2018-07-24","8","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","3","NA","NA","1","5","1","3"
"44","DTV","42","2018-07-24","8","23 C","1","AOP2","1","0","0","0","8","0","0","NA","NA","NA","NA","0","0"
"59","DTV","43","2018-07-24","8","23 C","2","Col_gsm1","0","0","1","1","8","0","2","NA","NA","1","0","1","2"
"46","DTV","44","2018-07-24","8","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","5","0","0"
