"Cage","Counter","Sample_Order","Date","Week","Temperature","Richness","Composition","AOP2","AOP2.gsoh","Col","gsm1","No_Plants","Mummy_raw","Ptoids_raw","BRBR_Survival","BRBR","LYER_Survival","LYER","Mummy_Ptoids_Survival","Mummy_Ptoids"
"28","MAB","36","2018-06-11","2","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","NA","NA","1","166","1","251","NA","0"
"53","MAB","37","2018-06-11","2","23 C","4","Poly","1","1","1","1","8","NA","NA","1","146","1","392","NA","0"
"12","MAB","38","2018-06-11","2","20 C","4","Poly","1","1","1","1","8","NA","NA","1","154","1","198","NA","0"
"19","MAB","39","2018-06-11","2","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","76","1","68","NA","0"
"32","MAB","40","2018-06-11","2","23 C","1","Col","0","0","1","0","8","NA","NA","1","264","1","431","NA","0"
"23","MAB","41","2018-06-11","2","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","106","1","184","NA","0"
"1","MAB","42","2018-06-11","2","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","85","1","124","NA","0"
"57","MAB","43","2018-06-11","2","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","197","1","361","NA","0"
"40","MAB","44","2018-06-11","2","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","NA","NA","1","262","1","305","NA","0"
"34","MAB","45","2018-06-11","2","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","NA","NA","1","314","1","752","NA","0"
"58","MAB","46","2018-06-11","2","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","NA","NA","1","324","1","451","NA","0"
"33","MAB","47","2018-06-11","2","23 C","1","Col","0","0","1","0","8","NA","NA","1","234","1","614","NA","0"
"5","MAB","48","2018-06-11","2","20 C","1","gsm1","0","0","0","1","8","NA","NA","1","154","1","178","NA","0"
"35","MAB","49","2018-06-11","2","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","293","1","332","NA","0"
"51","MAB","50","2018-06-11","2","23 C","1","gsm1","0","0","0","1","8","NA","NA","1","221","1","304","NA","0"
"43","MAB","51","2018-06-11","2","23 C","4","Poly","1","1","1","1","8","NA","NA","1","303","1","541","NA","0"
"30","MAB","52","2018-06-11","2","20 C","2","Col_gsm1","0","0","1","1","8","NA","NA","1","101","1","78","NA","0"
"22","MAB","53","2018-06-11","2","20 C","1","AOP2.gsoh","0","1","0","0","8","NA","NA","1","70","1","73","NA","0"
"42","MAB","54","2018-06-11","2","23 C","2","Col_AOP2","1","0","1","0","8","NA","NA","1","260","1","272","NA","0"
"48","MAB","55","2018-06-11","2","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","NA","NA","1","255","1","297","NA","0"
"16","MAB","56","2018-06-11","2","20 C","2","Col_gsm1","0","0","1","1","8","NA","NA","1","178","1","189","NA","0"
"27","MAB","57","2018-06-11","2","20 C","2","Col_AOP2","1","0","1","0","8","NA","NA","1","133","1","187","NA","0"
"54","MAB","58","2018-06-11","2","23 C","1","AOP2.gsoh","0","1","0","0","8","NA","NA","1","NA","1","NA","NA","0"
"44","MAB","59","2018-06-11","2","23 C","1","AOP2","1","0","0","0","8","NA","NA","1","217","1","395","NA","0"
"37","MAB","60","2018-06-11","2","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","NA","NA","1","94","1","395","NA","0"
"35","DTV","1","2018-06-19","3","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","270","1","465","1","0"
"38","DTV","2","2018-06-19","3","23 C","4","Poly","1","1","1","1","8","0","NA","1","175","1","1040","1","0"
"48","DTV","3","2018-06-19","3","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","2","NA","1","135","1","540","1","2"
"4","DTV","4","2018-06-19","3","20 C","1","AOP2","1","0","0","0","8","0","NA","1","175","1","565","1","0"
"36","DTV","5","2018-06-19","3","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","NA","1","190","1","755","1","0"
"58","DTV","6","2018-06-19","3","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","100","1","515","1","0"
"29","DTV","7","2018-06-19","3","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","NA","1","130","1","490","1","0"
"43","DTV","8","2018-06-19","3","23 C","4","Poly","1","1","1","1","8","0","NA","1","25","1","865","1","0"
"32","DTV","9","2018-06-19","3","23 C","1","Col","0","0","1","0","8","0","NA","1","80","1","820","1","0"
"28","DTV","10","2018-06-19","3","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","505","1","475","1","0"
"6","DTV","11","2018-06-19","3","20 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","835","1","320","1","0"
"10","DTV","12","2018-06-19","3","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","NA","1","370","1","420","1","0"
"52","DTV","13","2018-06-19","3","23 C","1","AOP2","1","0","0","0","8","0","NA","1","55","1","840","1","0"
"44","DTV","14","2018-06-19","3","23 C","1","AOP2","1","0","0","0","8","0","NA","1","30","1","515","1","0"
"23","DTV","15","2018-06-19","3","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","70","1","805","1","0"
"34","DTV","16","2018-06-19","3","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","95","1","615","1","0"
"57","DTV","17","2018-06-19","3","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","260","1","585","1","0"
"30","DTV","18","2018-06-19","3","20 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","485","1","165","1","0"
"55","DTV","19","2018-06-19","3","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","140","1","495","1","0"
"18","DTV","20","2018-06-19","3","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","285","1","525","1","0"
"3","DTV","21","2018-06-19","3","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","NA","1","325","1","720","1","0"
"45","DTV","22","2018-06-19","3","23 C","2","Col_gsm1","0","0","1","1","8","1","NA","1","75","1","935","1","1"
"31","DTV","23","2018-06-19","3","23 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","35","1","690","1","0"
"25","DTV","24","2018-06-19","3","20 C","1","AOP2","1","0","0","0","8","0","NA","1","185","1","570","1","0"
"14","DTV","25","2018-06-19","3","20 C","1","Col","0","0","1","0","8","0","NA","1","495","1","390","1","0"
"53","DTV","26","2018-06-19","3","23 C","4","Poly","1","1","1","1","8","0","NA","1","90","1","940","1","0"
"19","DTV","27","2018-06-19","3","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","340","1","395","1","0"
"42","DTV","28","2018-06-19","3","23 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","105","1","490","1","0"
"26","DTV","29","2018-06-19","3","20 C","1","Col","0","0","1","0","8","0","NA","1","490","1","735","1","0"
"54","DTV","30","2018-06-19","3","23 C","1","AOP2.gsoh","0","1","0","0","8","2","NA","1","45","1","1010","1","2"
"39","DTV","31","2018-06-19","3","23 C","1","gsm1","0","0","0","1","8","0","NA","1","55","1","925","1","0"
"15","DTV","32","2018-06-19","3","20 C","1","AOP2.gsoh","0","1","0","0","8","0","NA","1","830","1","660","1","0"
"22","DTV","33","2018-06-19","3","20 C","1","AOP2.gsoh","0","1","0","0","8","0","NA","1","215","1","140","1","0"
"11","DTV","34","2018-06-19","3","20 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","265","1","525","1","0"
"13","DTV","35","2018-06-19","3","20 C","4","Poly","1","1","1","1","8","0","NA","1","465","1","840","1","0"
"59","DTV","36","2018-06-19","3","23 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","50","1","905","1","0"
"27","DTV","37","2018-06-19","3","20 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","360","1","405","1","0"
"5","DTV","38","2018-06-19","3","20 C","1","gsm1","0","0","0","1","8","0","NA","1","255","1","450","1","0"
"12","DTV","39","2018-06-19","3","20 C","4","Poly","1","1","1","1","8","0","NA","1","425","1","455","1","0"
"40","DTV","40","2018-06-19","3","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","1","NA","1","40","1","425","1","1"
"49","DTV","41","2018-06-19","3","23 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","130","1","810","1","0"
"16","MAB","1","2018-06-19","3","20 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","285","1","415","1","0"
"4","MAB","2","2018-06-19","3","20 C","1","AOP2","1","0","0","0","8","0","NA","1","295","1","525","1","0"
"50","MAB","3","2018-06-19","3","23 C","2","Col_AOP2","1","0","1","0","8","9","NA","1","365","1","350","1","9"
"36","MAB","4","2018-06-19","3","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","2","NA","1","110","1","665","1","2"
"32","MAB","5","2018-06-19","3","23 C","1","Col","0","0","1","0","8","0","NA","1","110","1","845","1","0"
"24","MAB","6","2018-06-19","3","20 C","1","gsm1","0","0","0","1","8","0","NA","1","555","1","445","1","0"
"8","MAB","7","2018-06-19","3","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","570","1","300","1","0"
"10","MAB","8","2018-06-19","3","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","NA","1","560","1","380","1","0"
"52","MAB","9","2018-06-19","3","23 C","1","AOP2","1","0","0","0","8","2","NA","1","145","1","680","1","2"
"7","MAB","10","2018-06-19","3","20 C","4","Poly","1","1","1","1","8","0","NA","1","455","1","405","1","0"
"33","MAB","11","2018-06-19","3","23 C","1","Col","0","0","1","0","8","2","NA","1","135","1","880","1","2"
"57","MAB","12","2018-06-19","3","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","13","NA","1","215","1","470","1","13"
"30","MAB","13","2018-06-19","3","20 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","585","1","305","1","0"
"55","MAB","14","2018-06-19","3","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","95","1","435","1","0"
"60","MAB","15","2018-06-19","3","23 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","215","1","675","1","0"
"18","MAB","16","2018-06-19","3","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","0","NA","1","415","1","440","1","0"
"31","MAB","17","2018-06-19","3","23 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","60","1","690","1","0"
"46","MAB","18","2018-06-19","3","23 C","4","Poly","1","1","1","1","8","0","NA","1","270","1","585","1","0"
"2","MAB","19","2018-06-19","3","20 C","4","Poly","1","1","1","1","8","0","NA","1","565","1","440","1","0"
"37","MAB","20","2018-06-19","3","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","6","NA","1","65","1","830","1","6"
"14","MAB","21","2018-06-19","3","20 C","1","Col","0","0","1","0","8","0","NA","1","485","1","215","1","0"
"51","MAB","22","2018-06-19","3","23 C","1","gsm1","0","0","0","1","8","2","NA","1","170","1","715","1","2"
"53","MAB","23","2018-06-19","3","23 C","4","Poly","1","1","1","1","8","4","NA","1","110","1","700","1","4"
"20","MAB","24","2018-06-19","3","20 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","535","1","355","1","0"
"19","MAB","25","2018-06-19","3","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","290","1","300","1","0"
"42","MAB","26","2018-06-19","3","23 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","170","1","610","1","0"
"9","MAB","27","2018-06-19","3","20 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","440","1","460","1","0"
"54","MAB","28","2018-06-19","3","23 C","1","AOP2.gsoh","0","1","0","0","8","3","NA","1","45","1","755","1","3"
"39","MAB","29","2018-06-19","3","23 C","1","gsm1","0","0","0","1","8","0","NA","1","90","1","955","1","0"
"21","MAB","30","2018-06-19","3","20 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","400","1","490","1","0"
"41","MAB","31","2018-06-19","3","23 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","40","1","545","1","0"
"22","MAB","32","2018-06-19","3","20 C","1","AOP2.gsoh","0","1","0","0","8","0","NA","1","355","1","205","1","0"
"11","MAB","33","2018-06-19","3","20 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","335","1","440","1","0"
"47","MAB","34","2018-06-19","3","23 C","2","gsm1_AOP2","1","0","0","1","8","2","NA","1","90","1","765","1","2"
"27","MAB","35","2018-06-19","3","20 C","2","Col_AOP2","1","0","1","0","8","0","NA","1","400","1","385","1","0"
"5","MAB","36","2018-06-19","3","20 C","1","gsm1","0","0","0","1","8","0","NA","1","230","1","475","1","0"
"12","MAB","37","2018-06-19","3","20 C","4","Poly","1","1","1","1","8","0","NA","1","385","1","350","1","0"
"56","MAB","38","2018-06-19","3","23 C","1","AOP2.gsoh","0","1","0","0","8","2","NA","1","140","1","550","1","2"
"17","MAB","39","2018-06-19","3","20 C","2","gsm1_AOP2","1","0","0","1","8","0","NA","1","390","1","235","1","0"
"1","MAB","40","2018-06-19","3","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","0","NA","1","370","1","560","1","0"
"49","MAB","41","2018-06-19","3","23 C","2","Col_gsm1","0","0","1","1","8","0","NA","1","130","1","1330","1","0"
"26","DTV","1","2018-06-26","4","20 C","1","Col","0","0","1","0","8","3","15","1","180","1","170","1","18"
"23","DTV","2","2018-06-26","4","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","6","13","1","215","1","260","1","19"
"12","DTV","3","2018-06-26","4","20 C","4","Poly","1","1","1","1","8","7","12","1","320","1","255","1","19"
"38","DTV","4","2018-06-26","4","23 C","4","Poly","1","1","1","1","8","3","22","0","0","1","175","1","25"
"22","DTV","5","2018-06-26","4","20 C","1","AOP2.gsoh","0","1","0","0","8","8","20","1","265","1","155","1","28"
"27","DTV","6","2018-06-26","4","20 C","2","Col_AOP2","1","0","1","0","8","6","6","1","225","1","140","1","12"
"11","DTV","7","2018-06-26","4","20 C","2","gsm1_AOP2","1","0","0","1","8","11","14","1","180","1","145","1","25"
"34","DTV","8","2018-06-26","4","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","9","9","1","40","1","355","1","18"
"29","DTV","9","2018-06-26","4","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","13","16","1","210","1","90","1","29"
"24","DTV","10","2018-06-26","4","20 C","1","gsm1","0","0","0","1","8","8","17","1","220","1","85","1","25"
"49","DTV","11","2018-06-26","4","23 C","2","Col_gsm1","0","0","1","1","8","6","5","1","15","1","255","1","11"
"15","DTV","12","2018-06-26","4","20 C","1","AOP2.gsoh","0","1","0","0","8","10","18","1","130","1","60","1","28"
"52","DTV","13","2018-06-26","4","23 C","1","AOP2","1","0","0","0","8","2","11","1","15","1","25","1","13"
"19","DTV","14","2018-06-26","4","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","3","23","1","205","1","130","1","26"
"30","DTV","15","2018-06-26","4","20 C","2","Col_gsm1","0","0","1","1","8","14","7","1","435","1","45","1","21"
"51","DTV","16","2018-06-26","4","23 C","1","gsm1","0","0","0","1","8","11","24","1","5","1","130","1","35"
"25","DTV","17","2018-06-26","4","20 C","1","AOP2","1","0","0","0","8","7","6","1","95","1","215","1","13"
"44","DTV","18","2018-06-26","4","23 C","1","AOP2","1","0","0","0","8","4","3","1","60","1","200","1","7"
"20","DTV","19","2018-06-26","4","20 C","2","gsm1_AOP2","1","0","0","1","8","5","14","1","385","1","155","1","19"
"13","DTV","20","2018-06-26","4","20 C","4","Poly","1","1","1","1","8","8","8","1","80","1","255","1","16"
"32","DTV","21","2018-06-26","4","23 C","1","Col","0","0","1","0","8","6","5","1","10","1","95","1","11"
"37","DTV","22","2018-06-26","4","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","2","8","1","0","1","90","1","10"
"14","DTV","23","2018-06-26","4","20 C","1","Col","0","0","1","0","8","4","10","1","310","1","115","1","14"
"48","DTV","24","2018-06-26","4","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","4","20","1","15","1","35","1","24"
"39","DTV","25","2018-06-26","4","23 C","1","gsm1","0","0","0","1","8","4","2","1","35","1","300","1","6"
"2","DTV","26","2018-06-26","4","20 C","4","Poly","1","1","1","1","8","13","18","1","380","1","105","1","31"
"10","DTV","27","2018-06-26","4","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","22","12","1","215","1","65","1","34"
"31","DTV","28","2018-06-26","4","23 C","2","gsm1_AOP2","1","0","0","1","8","5","12","1","10","1","165","1","17"
"47","DTV","29","2018-06-26","4","23 C","2","gsm1_AOP2","1","0","0","1","8","10","9","0","0","1","95","1","19"
"40","DTV","30","2018-06-26","4","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","3","22","0","0","1","145","1","25"
"43","DTV","31","2018-06-26","4","23 C","4","Poly","1","1","1","1","8","5","6","1","0","1","225","1","11"
"42","DTV","32","2018-06-26","4","23 C","2","Col_AOP2","1","0","1","0","8","8","17","1","5","1","170","1","25"
"59","DTV","33","2018-06-26","4","23 C","2","Col_gsm1","0","0","1","1","8","3","13","1","5","1","295","1","16"
"21","DTV","34","2018-06-26","4","20 C","2","Col_AOP2","1","0","1","0","8","9","13","1","245","1","155","1","22"
"35","DTV","35","2018-06-26","4","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","3","17","1","80","1","110","1","20"
"8","DTV","36","2018-06-26","4","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","14","14","1","345","1","180","1","28"
"28","DTV","37","2018-06-26","4","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","5","19","1","205","1","130","1","24"
"55","DTV","38","2018-06-26","4","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","5","10","1","90","1","280","1","15"
"41","DTV","39","2018-06-26","4","23 C","2","Col_AOP2","1","0","1","0","8","1","3","1","5","1","490","1","4"
"54","DTV","40","2018-06-26","4","23 C","1","AOP2.gsoh","0","1","0","0","8","8","6","0","0","1","80","1","14"
"9","DTV","41","2018-06-26","4","20 C","2","Col_gsm1","0","0","1","1","8","14","11","1","325","1","135","1","25"
"17","MAB","1","2018-06-26","4","20 C","2","gsm1_AOP2","1","0","0","1","8","24","15","1","230","1","195","1","39"
"60","MAB","2","2018-06-26","4","23 C","2","gsm1_AOP2","1","0","0","1","8","18","17","1","55","1","250","1","35"
"7","MAB","3","2018-06-26","4","20 C","4","Poly","1","1","1","1","8","16","14","1","540","1","285","1","30"
"26","MAB","4","2018-06-26","4","20 C","1","Col","0","0","1","0","8","10","15","1","290","1","295","1","25"
"38","MAB","5","2018-06-26","4","23 C","4","Poly","1","1","1","1","8","9","22","0","0","1","70","1","31"
"22","MAB","6","2018-06-26","4","20 C","1","AOP2.gsoh","0","1","0","0","8","16","20","1","330","1","165","1","36"
"27","MAB","7","2018-06-26","4","20 C","2","Col_AOP2","1","0","1","0","8","12","6","1","180","1","155","1","18"
"50","MAB","8","2018-06-26","4","23 C","2","Col_AOP2","1","0","1","0","8","18","28","1","40","1","130","1","46"
"11","MAB","9","2018-06-26","4","20 C","2","gsm1_AOP2","1","0","0","1","8","17","14","1","210","1","240","1","31"
"34","MAB","10","2018-06-26","4","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","8","9","1","5","1","200","1","17"
"29","MAB","11","2018-06-26","4","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","18","16","1","260","1","170","1","34"
"45","MAB","12","2018-06-26","4","23 C","2","Col_gsm1","0","0","1","1","8","7","18","1","15","1","155","1","25"
"24","MAB","13","2018-06-26","4","20 C","1","gsm1","0","0","0","1","8","18","17","1","210","1","175","1","35"
"49","MAB","14","2018-06-26","4","23 C","2","Col_gsm1","0","0","1","1","8","6","5","1","20","1","260","1","11"
"57","MAB","15","2018-06-26","4","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","25","21","1","90","1","220","1","46"
"52","MAB","16","2018-06-26","4","23 C","1","AOP2","1","0","0","0","8","3","11","1","20","1","45","1","14"
"58","MAB","17","2018-06-26","4","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","8","15","1","15","1","155","1","23"
"19","MAB","18","2018-06-26","4","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","4","23","1","290","1","160","1","27"
"5","MAB","19","2018-06-26","4","20 C","1","gsm1","0","0","0","1","8","6","10","1","225","1","200","1","16"
"56","MAB","20","2018-06-26","4","23 C","1","AOP2.gsoh","0","1","0","0","8","4","10","1","90","1","85","1","14"
"25","MAB","21","2018-06-26","4","20 C","1","AOP2","1","0","0","0","8","15","6","1","255","1","325","1","21"
"53","MAB","22","2018-06-26","4","23 C","4","Poly","1","1","1","1","8","8","8","1","20","1","155","1","16"
"33","MAB","23","2018-06-26","4","23 C","1","Col","0","0","1","0","8","5","4","1","10","1","200","1","9"
"1","MAB","24","2018-06-26","4","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","8","13","1","425","1","125","1","21"
"32","MAB","25","2018-06-26","4","23 C","1","Col","0","0","1","0","8","8","5","1","15","1","205","1","13"
"37","MAB","26","2018-06-26","4","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","10","8","1","5","1","70","1","18"
"16","MAB","27","2018-06-26","4","20 C","2","Col_gsm1","0","0","1","1","8","16","11","1","210","1","175","1","27"
"39","MAB","28","2018-06-26","4","23 C","1","gsm1","0","0","0","1","8","2","2","1","45","1","360","1","4"
"2","MAB","29","2018-06-26","4","20 C","4","Poly","1","1","1","1","8","24","18","1","265","1","295","1","42"
"18","MAB","30","2018-06-26","4","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","5","13","1","245","1","150","1","18"
"47","MAB","31","2018-06-26","4","23 C","2","gsm1_AOP2","1","0","0","1","8","8","9","0","0","1","115","1","17"
"42","MAB","32","2018-06-26","4","23 C","2","Col_AOP2","1","0","1","0","8","14","17","1","5","1","210","1","31"
"35","MAB","33","2018-06-26","4","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","3","17","1","95","1","100","1","20"
"8","MAB","34","2018-06-26","4","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","16","14","1","305","1","230","1","30"
"4","MAB","35","2018-06-26","4","20 C","1","AOP2","1","0","0","0","8","6","19","1","145","1","150","1","25"
"6","MAB","36","2018-06-26","4","20 C","2","Col_AOP2","1","0","1","0","8","4","28","1","180","1","200","1","32"
"46","MAB","37","2018-06-26","4","23 C","4","Poly","1","1","1","1","8","6","14","1","45","1","140","1","20"
"54","MAB","38","2018-06-26","4","23 C","1","AOP2.gsoh","0","1","0","0","8","7","6","0","0","1","165","1","13"
"36","MAB","39","2018-06-26","4","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","4","10","0","0","1","25","1","14"
"9","MAB","40","2018-06-26","4","20 C","2","Col_gsm1","0","0","1","1","8","16","11","1","315","1","340","1","27"
"3","MAB","41","2018-06-26","4","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","4","8","1","205","1","265","1","12"
"21","DTV","1","2018-07-03","5","20 C","2","Col_AOP2","1","0","1","0","8","18","2","1","130","1","50","1","20"
"34","DTV","2","2018-07-03","5","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","5","1","1","15","1","110","1","6"
"36","DTV","3","2018-07-03","5","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","0","0","NA","NA","1","10","1","0"
"59","DTV","4","2018-07-03","5","23 C","2","Col_gsm1","0","0","1","1","8","2","0","0","0","1","5","1","2"
"12","DTV","5","2018-07-03","5","20 C","4","Poly","1","1","1","1","8","68","1","1","205","1","170","1","69"
"58","DTV","6","2018-07-03","5","23 C","2","Col_AOP2.gsoh","0","1","1","0","8","4","0","0","0","1","0","1","4"
"19","DTV","7","2018-07-03","5","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","38","0","1","335","1","45","1","38"
"38","DTV","8","2018-07-03","5","23 C","4","Poly","1","1","1","1","8","0","0","NA","NA","1","0","1","0"
"20","DTV","9","2018-07-03","5","20 C","2","gsm1_AOP2","1","0","0","1","8","62","7","1","405","1","105","1","69"
"45","DTV","10","2018-07-03","5","23 C","2","Col_gsm1","0","0","1","1","8","11","0","1","5","1","35","1","11"
"42","DTV","11","2018-07-03","5","23 C","2","Col_AOP2","1","0","1","0","8","4","1","1","0","1","5","1","5"
"53","DTV","12","2018-07-03","5","23 C","4","Poly","1","1","1","1","8","8","0","1","0","1","50","1","8"
"37","DTV","13","2018-07-03","5","23 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","14","0","1","0","1","60","1","14"
"52","DTV","14","2018-07-03","5","23 C","1","AOP2","1","0","0","0","8","3","0","0","0","1","0","1","3"
"50","DTV","15","2018-07-03","5","23 C","2","Col_AOP2","1","0","1","0","8","16","2","1","5","1","15","1","18"
"48","DTV","16","2018-07-03","5","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","17","0","1","10","1","20","1","17"
"57","DTV","17","2018-07-03","5","23 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","28","0","1","5","1","10","1","28"
"10","DTV","18","2018-07-03","5","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","11","4","1","135","1","80","1","15"
"13","DTV","19","2018-07-03","5","20 C","4","Poly","1","1","1","1","8","13","3","1","45","1","105","1","16"
"18","DTV","20","2018-07-03","5","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","31","0","1","255","1","390","1","31"
"6","DTV","21","2018-07-03","5","20 C","2","Col_AOP2","1","0","1","0","8","41","0","1","240","1","365","1","41"
"11","DTV","22","2018-07-03","5","20 C","2","gsm1_AOP2","1","0","0","1","8","28","3","1","60","1","155","1","31"
"7","DTV","23","2018-07-03","5","20 C","4","Poly","1","1","1","1","8","41","2","1","605","1","190","1","43"
"9","DTV","24","2018-07-03","5","20 C","2","Col_gsm1","0","0","1","1","8","29","3","1","140","1","270","1","32"
"8","DTV","25","2018-07-03","5","20 C","2","Col_AOP2.gsoh","0","1","1","0","8","16","0","1","280","1","150","1","16"
"24","DTV","26","2018-07-03","5","20 C","1","gsm1","0","0","0","1","8","22","0","1","310","1","275","1","22"
"31","DTV","27","2018-07-03","5","23 C","2","gsm1_AOP2","1","0","0","1","8","3","0","1","0","1","60","1","3"
"22","DTV","28","2018-07-03","5","20 C","1","AOP2.gsoh","0","1","0","0","8","77","0","1","290","1","70","1","77"
"30","DTV","29","2018-07-03","5","20 C","2","Col_gsm1","0","0","1","1","8","21","1","1","335","1","155","1","22"
"14","DTV","30","2018-07-03","5","20 C","1","Col","0","0","1","0","8","28","3","1","415","1","220","1","31"
"33","DTV","31","2018-07-03","5","23 C","1","Col","0","0","1","0","8","2","0","0","0","1","5","1","2"
"4","DTV","32","2018-07-03","5","20 C","1","AOP2","1","0","0","0","8","19","0","1","90","1","75","1","19"
"60","DTV","33","2018-07-03","5","23 C","2","gsm1_AOP2","1","0","0","1","8","25","3","0","0","1","25","1","28"
"51","DTV","34","2018-07-03","5","23 C","1","gsm1","0","0","0","1","8","24","0","0","0","1","35","1","24"
"3","DTV","35","2018-07-03","5","20 C","2","gsm1_AOP2.gsoh","0","1","0","1","8","46","4","1","310","1","155","1","50"
"1","DTV","36","2018-07-03","5","20 C","2","AOP2_AOP2.gsoh","1","1","0","0","8","52","2","1","290","1","145","1","54"
"32","DTV","37","2018-07-03","5","23 C","1","Col","0","0","1","0","8","4","0","0","0","1","15","1","4"
"44","DTV","38","2018-07-03","5","23 C","1","AOP2","1","0","0","0","8","44","8","1","75","1","450","1","52"
"15","DTV","39","2018-07-03","5","20 C","1","AOP2.gsoh","0","1","0","0","8","60","3","1","225","1","140","1","63"
